,number_of_words,number_of_sentences,avg_word_length,POS_CC_Count,POS_)_Count,POS_POS_Count,POS_IN_Count,POS_NNP_Count,POS_$_Count,POS_MD_Count,POS_JJ_Count,POS_RP_Count,POS_CD_Count,"POS_,_Count",POS_JJS_Count,POS_VBP_Count,POS_WP$_Count,POS_VBD_Count,POS_(_Count,POS_NN_Count,POS_VBG_Count,POS_RB_Count,POS_NNS_Count,POS_:_Count,POS_SYM_Count,POS_''_Count,POS_EX_Count,POS_PRP$_Count,POS_WP_Count,POS_PDT_Count,POS_``_Count,POS_VB_Count,POS_RBS_Count,POS_WDT_Count,POS_VBZ_Count,POS_JJR_Count,POS_DT_Count,POS_._Count,POS_VBN_Count,POS_FW_Count,POS_PRP_Count,POS_WRB_Count,POS_TO_Count,POS_UH_Count,POS_NNPS_Count,POS_RBR_Count
4000,14,1,4.0,0,4,1,1,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2258,32,1,5.34375,0,4,0,3,3,0,1,2,0,0,0,0,1,0,0,4,6,1,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,4,2,1,0,0,0,1,0,0,0
3821,25,1,4.52,0,4,0,0,4,0,1,2,0,0,1,0,3,0,0,4,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4,0,0,0,1,0,0,0,0
2056,57,1,5.228070175438597,0,4,1,8,7,0,0,4,0,0,1,1,2,0,4,4,7,0,0,8,0,0,0,0,3,0,0,0,2,0,1,0,0,5,5,1,0,0,0,4,0,0,0
3634,18,1,4.777777777777778,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0
3471,75,1,4.84,0,4,0,12,9,0,0,6,0,1,2,0,1,0,3,4,15,0,1,4,0,0,1,0,0,0,0,1,0,0,1,4,0,10,7,6,0,1,1,0,0,0,0
3627,21,1,7.571428571428571,0,4,0,1,0,0,0,4,0,5,0,0,0,0,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1205,25,1,5.32,0,4,0,2,4,0,0,0,0,2,1,0,1,0,0,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,1,1,0,0,0
6379,41,1,5.682926829268292,5,4,0,5,5,0,0,0,0,1,0,0,2,0,0,4,7,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0
1732,26,1,4.346153846153846,0,3,0,3,5,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,4,0,0,3,1,1,0,0,0
6620,17,1,4.647058823529412,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0
966,24,1,5.791666666666667,1,4,0,0,3,0,0,3,0,0,2,0,0,0,0,4,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0
5528,35,1,3.914285714285714,0,4,0,4,7,0,0,0,0,0,0,0,0,0,0,4,8,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,7,5,0,0,0,0,0,0,0,0
5634,52,1,4.557692307692308,0,4,0,4,3,0,3,2,0,0,0,0,0,0,1,4,13,1,0,2,0,0,0,0,0,0,0,0,5,1,2,2,0,8,2,3,0,0,0,2,0,0,0
6596,38,1,4.684210526315789,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,4,9,0,1,2,0,0,0,0,0,1,0,0,1,0,0,5,0,6,5,0,0,4,0,2,0,0,0
4859,18,1,5.888888888888889,0,4,0,1,0,0,0,2,0,4,0,0,1,0,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
959,60,1,4.2,1,4,0,7,4,0,0,3,0,0,1,0,2,0,1,4,16,1,1,3,0,0,0,0,0,0,2,0,0,1,1,3,0,11,4,0,0,2,0,1,0,0,0
5214,23,1,3.9565217391304346,0,4,0,2,7,0,0,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0
1554,16,1,5.25,0,4,1,1,3,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
758,57,1,4.350877192982456,1,4,0,6,3,0,1,5,1,0,0,0,2,0,0,4,7,0,1,7,0,0,0,0,1,1,0,0,6,0,1,2,1,5,2,1,0,1,0,4,0,0,0
1367,46,1,4.521739130434782,0,4,0,5,3,0,5,3,0,0,1,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,5,1,1,1,1,7,5,2,0,0,1,0,0,0,0
2994,77,1,6.155844155844156,2,4,1,7,4,0,1,5,0,0,4,1,2,0,0,4,26,0,2,2,0,0,0,0,0,0,0,0,3,0,4,7,0,8,5,0,0,0,1,2,0,0,0
2902,28,1,5.25,1,4,0,2,3,0,1,3,0,0,1,0,0,0,0,4,6,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,5,1,0,0,0,1,0,0,0
4316,29,1,4.379310344827586,1,4,0,2,3,0,0,3,0,1,0,0,0,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0
5812,34,1,6.411764705882353,0,4,0,5,3,0,0,1,0,0,0,0,1,0,0,4,5,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
6572,26,1,4.384615384615385,0,4,0,2,4,0,0,1,0,0,0,0,0,0,0,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
2472,45,1,5.0,0,4,0,3,4,0,0,2,0,0,0,1,0,0,0,4,14,1,0,1,0,0,0,0,0,1,0,0,4,1,0,3,0,6,2,0,0,0,0,4,0,0,0
1073,18,1,4.555555555555555,0,4,1,1,1,0,0,0,0,4,0,1,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
3468,61,1,4.524590163934426,0,4,0,4,3,0,1,8,0,0,1,0,5,0,0,4,6,1,0,10,0,0,0,0,0,0,0,0,5,1,0,1,1,9,6,0,0,0,2,3,0,0,1
2195,41,1,4.780487804878049,4,4,0,3,3,0,1,2,0,1,1,0,0,0,0,4,13,0,0,3,0,0,0,0,0,0,0,0,2,1,1,1,0,5,1,0,0,0,0,1,0,0,0
5883,74,1,4.851351351351352,1,4,0,7,4,0,1,9,0,0,7,0,0,0,0,4,17,1,0,3,0,0,0,0,0,0,0,0,1,1,0,7,0,12,3,2,0,6,2,0,0,0,0
2947,39,1,4.769230769230769,0,4,0,4,4,0,1,4,0,0,0,0,0,0,0,4,8,0,1,1,0,0,0,0,0,0,0,0,3,0,1,3,0,5,5,2,0,0,0,2,0,0,0
2963,27,1,4.111111111111111,0,4,0,3,3,0,1,2,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,4,2,0,0,0,0,1,0,0,0
4486,23,1,5.0,0,4,0,2,3,0,1,2,0,2,0,0,1,0,0,4,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,1,0,0,0,0,0,0,0
5754,54,1,4.703703703703703,0,4,0,12,5,0,0,5,0,0,0,0,5,0,0,4,9,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,8,2,0,0,1,1,1,0,0,0
7336,76,1,4.657894736842105,1,4,0,14,5,0,0,4,0,0,1,0,1,0,0,4,18,5,1,5,0,0,0,0,1,0,0,0,0,1,1,4,0,12,3,0,0,0,1,2,0,0,0
6066,44,1,4.545454545454546,0,4,0,4,3,0,0,2,0,0,0,0,1,0,0,4,10,5,0,1,0,0,0,0,0,0,0,0,2,1,1,3,0,6,1,0,0,1,1,3,0,0,0
6795,60,1,4.766666666666667,1,4,0,5,4,0,5,6,0,0,0,0,1,0,0,4,13,0,0,4,0,0,0,0,0,0,0,0,5,1,1,2,0,10,6,0,0,1,0,1,0,0,0
2241,22,1,4.181818181818182,0,4,0,1,3,0,0,2,0,0,0,0,0,0,0,4,5,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,2,2,0,0,1,0,1,0,0,0
141,57,1,4.421052631578948,0,4,0,10,3,0,0,3,0,1,0,0,0,0,0,4,14,4,0,4,0,0,0,0,0,0,0,0,1,0,2,2,0,10,5,0,0,1,0,2,0,0,0
6357,41,1,4.585365853658536,0,4,0,7,4,0,1,4,0,0,0,0,1,0,0,4,10,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,0,0
5846,32,1,3.59375,0,4,0,4,5,0,0,3,0,5,0,0,3,0,0,4,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0
5128,41,1,4.2682926829268295,0,4,0,4,3,0,0,2,0,0,0,0,0,0,3,4,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,9,0,2,0,0,2,0,0,0,0
2612,38,1,4.578947368421052,3,5,0,1,3,0,0,6,0,2,0,0,0,0,0,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,3,5,0,0,4,1,0,0,0,0
5262,27,1,3.814814814814815,0,4,0,3,5,0,0,1,0,5,0,0,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,1,1,1,0,0,0
7169,68,1,6.161764705882353,0,4,0,8,6,0,0,13,0,0,1,0,0,0,0,4,20,2,1,2,0,0,0,0,0,0,0,0,1,0,0,5,1,8,7,0,0,0,0,1,0,0,0
7187,63,1,5.349206349206349,0,4,0,7,4,0,0,7,0,0,3,1,6,0,0,4,11,0,0,9,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,1,0,4,1,2,0,0,0
41,45,1,5.044444444444444,1,4,0,8,3,0,0,4,1,0,0,0,2,0,0,4,9,5,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,1
6840,41,1,3.634146341463415,1,4,0,7,4,0,0,1,0,0,2,0,0,0,0,4,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0
5905,55,1,3.836363636363637,4,4,0,5,14,0,1,0,0,1,0,1,0,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,12,1,0,0,0,5,1,0,0,0
3398,33,1,4.727272727272728,0,4,0,2,3,0,0,0,0,0,1,0,0,0,0,4,8,0,0,3,0,0,0,0,3,1,0,0,0,0,0,4,0,5,5,0,0,2,1,1,0,0,0
5890,78,1,4.410256410256411,3,4,0,8,3,0,0,4,0,2,0,0,0,0,4,4,16,1,4,1,0,0,0,0,0,1,0,0,2,1,0,2,0,17,6,4,0,1,1,3,0,0,0
7095,45,1,3.1555555555555554,0,4,0,4,3,0,0,0,1,6,0,0,0,0,0,4,21,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0
7223,33,1,5.484848484848484,1,4,0,3,3,0,0,3,0,0,0,0,0,0,1,4,11,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,1,0,0,0
5940,47,1,4.276595744680851,1,4,0,3,0,0,1,4,0,5,2,0,0,0,2,4,13,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9,1,2,0,0,0,2,0,0,1
2354,56,1,4.517857142857143,1,4,0,9,10,0,0,2,0,0,2,0,0,0,0,4,9,3,0,3,0,0,0,0,0,1,0,0,0,0,0,7,0,10,7,1,0,0,0,0,0,0,0
6872,26,1,4.653846153846154,3,4,1,3,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
1681,41,1,6.341463414634147,2,4,0,5,7,0,0,4,0,0,0,0,1,0,5,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,1,0,0,0,0
6264,27,1,5.111111111111111,1,4,0,2,3,0,0,1,0,0,0,0,4,0,0,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5,0,0,4,0,0,0,0,0
7182,64,1,5.5625,5,4,0,4,4,0,0,7,0,2,1,1,7,0,0,4,6,0,2,15,0,0,0,0,1,0,0,0,0,0,1,1,0,5,8,2,0,1,0,0,0,0,0
399,71,1,4.098591549295775,1,4,0,10,3,0,0,5,0,0,2,0,0,0,3,4,20,0,1,0,0,0,0,0,0,1,0,0,2,0,0,3,0,15,6,3,0,2,0,2,0,0,0
3192,35,1,5.371428571428571,0,4,0,3,3,0,2,5,0,0,0,0,0,0,1,4,7,0,0,3,0,0,0,0,0,0,0,0,2,0,1,2,0,4,4,1,0,0,0,1,0,0,0
4560,26,1,4.769230769230769,0,4,2,3,7,0,0,1,0,0,0,1,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0
3352,22,1,5.227272727272728,0,4,0,1,5,0,0,2,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,0,0,0,1,0,0,0
343,39,1,4.897435897435898,0,4,0,5,4,0,1,3,0,0,1,0,0,0,1,4,13,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,2,2,0,0,0,2,0,0,0
5805,41,1,4.390243902439025,1,4,0,4,3,0,0,1,1,0,1,0,0,0,0,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,2,0,0,0,0,1,0,0,0
4541,18,1,4.888888888888889,0,4,0,2,3,0,0,1,0,0,0,0,0,0,0,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0
5254,33,1,4.454545454545454,0,4,0,3,3,0,0,3,0,0,0,0,0,0,0,4,11,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,6,1,0,0,0,0,1,0,0,0
3673,34,1,4.764705882352941,3,4,0,3,3,0,0,2,0,0,0,0,0,0,0,4,9,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0
6591,23,1,5.217391304347826,1,4,0,1,4,0,0,0,0,2,1,0,0,0,0,4,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0
6151,45,1,5.644444444444445,0,4,0,3,4,0,0,3,0,0,0,1,0,0,2,4,9,2,2,3,0,0,0,0,0,1,0,0,1,0,0,1,0,10,2,2,0,0,0,1,0,0,0
3871,68,1,5.191176470588236,3,4,0,10,4,0,0,5,0,0,2,0,1,0,1,4,23,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,11,2,2,0,0,0,0,0,0,0
2530,42,1,5.023809523809524,1,4,0,3,4,0,1,2,0,0,0,0,3,0,1,4,5,2,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,1,0,4,0,2,0,0,0
2715,39,1,4.974358974358975,0,4,0,7,3,0,0,1,0,0,0,0,3,0,0,4,8,2,0,7,0,0,0,0,0,1,0,0,2,0,2,1,0,1,3,1,0,0,0,0,0,0,0
6940,30,1,4.1,0,4,0,1,3,0,1,4,0,0,1,0,2,0,0,4,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,6,2,0,0,1,1,1,0,0,0
2777,37,1,3.945945945945946,0,4,0,3,5,0,0,2,0,0,0,0,0,0,1,4,4,1,0,4,0,0,0,0,0,0,0,0,5,0,0,1,0,5,2,0,0,1,0,5,0,0,0
280,25,1,4.8,0,4,0,3,4,0,0,3,0,0,0,0,0,0,0,4,5,1,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0
7256,32,1,4.53125,0,4,1,4,6,0,0,1,0,0,0,0,2,0,0,4,8,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,2,0,0,0,0,0,0,0,0
3935,44,1,5.5,6,4,0,2,4,0,0,4,0,1,2,0,3,0,0,4,11,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0
557,21,1,5.095238095238095,1,4,0,1,0,0,0,3,0,4,0,0,0,0,0,4,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4485,21,1,5.0,0,4,0,1,4,0,0,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,4,0,0,0,0,1,0,0,0
3356,54,1,4.833333333333333,1,4,0,6,3,0,1,6,0,1,1,0,6,0,0,4,4,0,1,6,0,0,0,0,0,1,0,0,1,0,0,1,0,8,5,3,0,5,0,0,0,0,0
5767,16,1,4.75,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
505,43,1,4.232558139534884,2,4,0,6,9,0,1,4,0,2,0,0,2,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,5,0,0,0,0,0,0,2,0
3885,47,1,4.23404255319149,0,4,0,6,3,0,0,6,0,0,0,1,0,0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,1,7,1,0,0,0,0,0,0,0,0
7473,57,1,4.175438596491228,0,4,0,9,3,0,0,2,0,0,0,0,1,0,0,4,17,2,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,16,2,0,0,0,0,1,0,0,0
1263,86,1,5.011627906976744,2,4,0,6,4,0,0,6,0,8,0,2,3,0,0,4,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,16,8,1,0,0,0,0,0,0,0
3777,63,1,4.349206349206349,0,4,0,3,3,0,1,3,0,2,2,5,1,0,5,4,11,0,2,1,0,0,0,0,0,0,0,0,1,0,5,5,0,12,6,1,0,1,1,0,0,0,0
1249,39,1,4.948717948717949,1,4,0,3,3,0,1,1,0,0,0,0,0,0,0,4,10,0,0,5,0,0,0,0,0,1,0,0,3,1,0,1,0,6,2,0,0,0,1,2,0,0,0
6715,15,1,4.6,0,4,0,0,3,0,0,2,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0
4379,52,1,5.75,1,4,0,7,8,0,0,8,0,0,0,0,0,0,0,4,10,0,0,5,0,0,0,0,0,0,0,0,2,0,0,4,0,5,6,0,0,0,0,2,0,0,0
231,16,1,4.25,0,4,0,1,3,0,0,2,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0
7508,97,1,3.979381443298969,7,4,0,11,3,0,0,6,5,0,8,1,0,0,0,4,12,0,9,4,0,0,0,0,0,0,0,0,0,0,0,15,4,12,5,1,0,5,0,0,0,0,2
3726,26,1,4.884615384615385,0,4,0,3,5,0,0,2,1,0,0,1,1,0,1,4,2,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,3,4,1,0,0,0,0,0,0,0
319,29,1,4.896551724137931,0,4,0,3,4,0,1,1,0,1,1,0,2,0,0,4,4,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,1,0,1,0,2,0,0,0
286,19,1,4.526315789473684,0,4,0,1,4,0,0,0,0,0,0,0,2,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5926,14,1,4.714285714285714,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,1,0,0,0,1,0,0,0
56,21,1,3.952380952380953,0,4,0,1,4,0,1,5,0,0,1,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0
7373,52,1,4.0,2,4,0,7,3,0,0,2,0,7,0,0,0,0,0,4,9,1,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,9,3,1,0,0,0,0,0,0,0
2551,20,1,5.35,0,4,0,2,4,0,0,2,0,0,0,1,0,0,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0
608,33,1,4.696969696969697,0,4,0,5,4,0,0,2,0,0,0,0,2,0,2,4,5,0,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0,4,2,0,0,1,1,0,0,0,0
7117,32,1,5.0,0,4,0,1,5,0,0,5,0,0,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,5,2,1,0,0,0,1,0,0,0
2001,18,1,5.166666666666667,0,4,0,1,4,0,0,1,0,0,0,0,1,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0
3973,18,1,4.833333333333333,0,4,0,2,3,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0
2975,77,1,4.090909090909091,0,4,0,15,3,0,0,5,0,0,0,1,0,0,0,4,25,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2,1,0,0,0,1,0,0,0
1379,84,1,3.7142857142857135,6,4,0,8,10,0,7,3,0,1,2,0,0,0,0,4,16,0,1,1,0,0,0,0,3,0,0,0,6,0,0,1,2,15,6,0,0,0,0,1,0,0,3
566,43,1,4.674418604651163,2,4,0,7,4,0,0,1,0,0,0,0,1,0,0,4,7,1,3,7,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0
3956,39,1,4.512820512820513,0,4,0,2,3,0,1,2,0,0,0,0,0,0,0,4,13,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,8,2,1,0,1,1,0,0,0,0
5894,68,1,4.485294117647059,1,4,0,9,4,0,0,7,0,0,0,1,0,0,0,4,13,0,2,2,0,0,0,0,0,0,0,0,0,0,1,5,9,13,5,0,0,0,1,0,0,0,0
1801,36,1,5.472222222222222,0,4,0,2,3,0,0,11,0,0,0,0,0,0,0,4,14,0,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
3707,19,1,4.473684210526316,2,4,0,1,4,0,0,1,0,0,0,0,0,0,1,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2175,43,1,4.418604651162791,0,4,0,9,3,0,0,1,0,0,0,1,0,0,0,4,11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,1,0,0,0,0,0
7425,78,1,5.282051282051282,1,4,0,11,6,0,0,5,0,1,2,0,0,0,2,4,12,6,1,12,0,0,0,0,0,0,0,0,1,0,1,0,1,11,3,5,0,0,0,2,0,0,0
4878,34,1,4.647058823529412,1,4,0,0,4,0,0,0,1,1,0,0,0,0,3,4,9,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,3,3,0,0,2,0,1,0,0,1
3622,31,1,4.838709677419355,0,4,0,4,4,0,1,2,0,0,0,0,0,0,0,4,8,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,1,0,0,0,0,0,0,0
5481,33,1,4.787878787878788,1,4,0,3,4,0,0,3,1,0,2,0,4,0,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,2,0,4,0,0,0,0,0
2579,41,1,4.365853658536586,1,3,0,5,6,0,0,2,0,0,1,0,0,0,0,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,6,3,0,0,2,0,0,0,0,0
2780,21,1,5.809523809523809,0,4,0,2,5,0,0,1,0,0,0,0,0,0,0,4,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0
7766,23,1,5.521739130434782,0,4,0,3,7,0,1,0,0,0,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,2,0,0,0,0,0,0,0
1276,44,1,4.727272727272728,0,4,0,11,3,0,0,1,0,0,2,0,1,0,0,4,12,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
6262,86,1,4.732558139534884,0,4,0,8,4,0,6,7,0,0,0,1,2,0,0,4,13,2,1,8,0,0,0,0,3,2,0,0,6,0,2,4,0,9,6,0,0,5,0,3,0,0,0
1003,15,1,4.666666666666667,0,4,1,1,4,0,0,0,0,0,0,1,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0
1172,26,1,4.115384615384615,0,4,0,5,4,0,1,2,0,0,0,1,1,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0
4096,38,1,4.7105263157894735,0,4,1,2,4,0,0,1,0,0,0,1,0,0,4,4,11,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,6,1,0,0,0,1,0,0,0
2064,26,1,5.538461538461538,1,4,0,3,0,0,0,2,0,4,2,0,1,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1738,47,1,4.48936170212766,2,7,0,1,9,0,1,1,0,0,0,0,1,0,0,7,14,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,6,2,4,0,0,1,1,0,0,0
4535,43,1,3.976744186046512,0,4,0,3,3,0,0,6,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,5,1,0,0,2,0,7,0,0,0
6207,40,1,4.25,0,4,0,5,4,0,0,2,0,0,0,0,0,0,0,4,7,4,0,5,0,0,0,0,1,0,0,0,0,1,0,2,0,9,1,0,0,0,0,0,0,0,0
531,23,1,4.869565217391305,0,4,0,2,4,0,1,2,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,0,0,0
6469,53,1,5.09433962264151,2,4,0,8,8,0,0,9,0,0,0,0,1,0,0,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,0,2,0,0,0
2741,40,1,4.75,0,4,0,2,4,0,1,2,0,0,1,0,4,0,1,4,6,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,0,6,1,1,0,0,0
5852,71,1,4.887323943661972,0,4,0,6,7,0,0,1,0,0,0,0,1,0,3,4,19,1,1,3,0,0,0,0,2,0,0,0,6,0,3,3,1,7,3,0,0,1,0,6,0,0,0
2448,64,1,4.546875,1,4,2,12,7,0,0,8,0,1,0,0,0,0,0,4,12,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,9,6,3,0,0,1,0,0,0,0
2958,25,1,5.28,1,4,0,3,0,0,1,2,0,4,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
332,26,1,3.8461538461538463,0,4,0,6,3,0,0,0,0,0,0,1,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,0,0,1,0,0,0,0
